Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.2840257442126,96.5228198652942,96.7554692969689,96.9824166198558,97.2043461157274,97.4211883068913,97.6332141757066,97.8403601049127,98.0428781125276,98.2407291145394,98.4340478989156,98.6218627766521,98.8052936559107,98.8641989604982,98.9232479851466,98.9823081880311,99.0413737808333,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.3321795073804,95.5879594087231,95.8591152115814,96.1368622367153,96.4166622270609,96.6984595839147,96.9824019913165,97.2683671383451,97.5564813624504,97.8466429888613,98.138914628293,98.4333104571316,98.7298229038946,99.0289249197273,99.3248756665526,99.5245608325277,99.5293510076689,99.5344075573623,99.9148284891593,99.9281719305937,99.9415163996124,99.9548941126002,99.9683044970836,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4888063555081,94.7704911076312,95.0521758597543,95.3338606118775,95.6155453640006,95.8972301161238,96.178914868247,96.4605996203701,96.7422843724932,97.0239691246164,97.3056538767395,97.5873386288627,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7122951850974,99.7112440939618,99.7121932942878,99.7343585407436,99.756343263422,99.7781486825672,99.7997739521724,99.8212541640962,99.8425551218213,99.8636747098466,99.8831444931569,99.891961822547,99.9007695926109,99.9095893912989,99.9614764144689,99.9700009039845,99.9699666761373,99.9699375056336,99.9698937678204,99.9698543658953,99.9698176501115,99.9697746715914,99.9697313918139,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999997317949,100,99.9999992989147,99.9999970414865,99.9999975141402,99.9999992165691,100,99.9999990816826,99.9999983100254,100,100,99.9999994181032,99.9999966635574,99.999997857895,100,99.9999988248374,100,100,99.9999993151203,99.9999965908061,100,100,99.9999993664088,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.4165803447003,74.6393821043784,75.870284030868,77.1098309119725,78.3574990243862,79.612829992789,80.8760045897352,82.147139457549,83.4255074202882,84.7112487261523,86.0078827586649,87.3142629577106,88.6295060271887,89.9528553019617,91.2831530135521,92.5693237263402,93.3531599265287,94.1312333998885,94.9029767874904,95.667747770716,96.3620821780168,97.0071020730201,97.6421868392552,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2454956108156,98.2882599365839,98.3310242623522,98.3737885881206,98.4165529138889,98.4593172396572,98.5020815654256,98.5448458911939,98.5876102169622,98.6303745427305,98.6731388684989,98.7159031942672,98.7586675200355,98.8014318458038,98.8441961715722,98.8869604973405,98.8869604973405,98.8869604973405,98.8869604973405,98.8869604973405,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.958665400505,99.9567270815289,99.9547887625528,99.9528504435767,99.9509121246006,99.9489738056245,99.9470354866484,99.9450971676723,99.9431588486962,99.9412205297201,99.939282210744,99.9373438917679,99.9354055727918,99.9334672538156,99.9315289348395,99.9295906158634,99.9276522968873,99.9257139779112,99.9237756589351,99.921837339959,99.9198990209829,99.9198990209829,99.9198990209829,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.8189212128758,94.9936859433404,95.1737696316763,95.3525625591624,95.5299724790634,95.7089575160626,95.8847117824058,96.0570984545243,96.2259786038382,96.3912331775333,96.5528253694261,96.710597256145,96.864384577712,97.0140618269523,97.1596636760135,97.3011010904708,97.4383909094007,97.5714932946819,97.700411546896,97.8251365713411,97.945676020447,98.0330197120009,98.0970629849078,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3244234586283,98.3344248775752,98.3444262965221,98.354427715469,98.3644291344159,98.3744305533628,98.3844319723097,98.3944333912566,98.4044348102036,98.4144362291505,98.4244376480974,98.4344390670443,98.4444404859912,98.4544419049381,98.464443323885,98.4744447428319,98.4844461617788,98.4944475807257,98.5044489996726,98.5144504186196,98.5144504186196,98.5144504186196,98.5144504186196,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3562356334077,98.3485371263131,98.3409034123984,98.3333445925439,98.3288112162159,98.3188800141555,98.3110021113923,98.3051427140534,98.3012596659617,98.29934188077,98.2992552665083,98.3013146395409,98.3055460415481,98.311918430326,98.3203614644208,98.3308556431228,98.3433344843066,98.3577545705515,98.3739982007809,98.3919868544727,98.6515731688089,99.1879166519196,99.1788681126899,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999969007735,99.9999985672575,100,99.999996655624,100,100,99.999998327484,99.9999976236059,99.9999954798535,99.9999987545871,99.9999993558678,99.9999957871607,99.9999988236868,99.9999956364419,99.9999985626867,99.9999962819912,100,99.999998377684,100,100,99.9999962634716,100,100,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.4314870895846,88.0819577807628,88.7324999475269,89.383110814731,90.0337990120702,90.6845524665774,91.3353803403276,91.9862777822027,92.6372470397192,93.2882824715469,93.9374803437478,94.5876061984861,95.2385534459309,95.8901857401957,96.5423001003273,97.1755914796041,97.5845405245812,97.9925779699681,98.3992930382773,98.4005497674635,98.4019559329424,98.4035077131603,98.4052341232454,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.7404116172502,62.0016480421804,62.2761523914598,62.5732994284283,62.8659664905111,63.1536621577974,63.436586737944,63.7149109429296,63.988382437498,64.2565643451351,64.5198486890521,64.7781966695834,65.0315792739664,65.2795997940444,65.5234749625524,65.7627587295769,65.9973620315647,66.2271993300877,66.4521978786729,66.672267150753,66.8873289474628,67.1259091455631,67.360269806167,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9941429050383,99.9865593310404,99.9789757570425,99.9713921830446,99.9638086090467,99.9562250350488,99.948641461051,99.9410578870531,99.9334743130552,99.9258907390573,99.9183071650594,99.9107235910615,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,99.9031400170636,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.3616023376971,83.4672853946384,84.619956973004,85.7539271039214,86.8683908719885,87.9567599908277,88.9789644735717,89.9867722230308,90.9798258203144,91.9575530816724,92.9198297625289,93.8663401691151,94.796080074277,95.70915284335,96.6057777361165,97.4862232685065,98.1862388792563,98.6598417425712,98.7649965034515,98.872312239386,98.9817176346163,99.1269946286331,99.1314463044604,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.7715746117768,81.4940913476166,82.192495481738,82.878552285047,83.5560293047153,84.2242902869626,84.8844138580423,85.535458269738,86.178447326585,86.8124762197611,87.4379445833791,88.0551966846425,88.6640012861427,89.2500734436876,89.8203347879304,90.3841680932499,90.9418494280406,91.492948547896,92.0388440736544,92.5659538959925,93.0874216875902,93.603178923005,94.1133703836164,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2697023620953,97.2215557676292,97.1708059849212,97.1174130487853,97.0613930232856,97.0027068638893,96.9413764053532,96.8773942746662,96.8107512963813,96.7414484446734,96.6694951663687,96.5948691440265,96.4500310517333,96.3520044960766,96.1681277683125,96.1598434809044,96.1512641348273,96.1423588799605,96.1331740889937,96.1237006211931,96.1138971196897,96.1038225329274,96.093474218664,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.1696350758408,75.5201052025927,75.7326063221722,75.9236020976699,76.112906198948,76.2993339260323,77.4073703599859,78.8983728293753,80.3421420672701,81.735162201203,83.0797687746127,84.3752251394181,85.4679052832235,86.5076033139407,87.5224807709858,88.5124964559895,89.4779017317438,90.4185062142059,91.3326697358456,92.2214029742791,92.3385777393314,92.4485161411384,92.5675619878434,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.4715252595615,93.8143435778762,94.1424897502086,94.4635263894455,94.7773576406478,95.0841359766136,95.3841881864926,95.6776268688402,95.9645639704386,96.2447988312122,96.5187999853069,96.7879749994184,97.0509780439356,97.3076718816465,97.5585811855157,97.8035647892997,97.955839734312,98.4509560322469,98.6794937002595,98.9355439518362,99.3208587959277,99.5894010970371,99.5937713070223,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.3027397260275,95.6828767123288,96.0630136986302,96.4431506849317,96.8232876712329,97.2034246575344,97.5835616438358,97.9636986301371,98.3438356164385,98.7239726027399,99.1041095890412,99.4842465753426,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,99.8643835616439,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9000162089371,99.9000162089371,99.9000162089371,99.9000162089371,99.9000162089371,99.9000181515347,99.9000200940569,99.9000220365035,99.9000239788747,99.9000259211704,99.9000278633906,99.9000298055354,99.9000317476047,99.9000336895986,99.900035631517,99.90003757336,99.9000395151275,99.9000414568196,99.9000433984363,99.9000453399775,99.9000472814433,99.9000492228337,99.9000511641487,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8130157809927,99.7714310301605,99.7306127563437,99.690523007554,99.6511635856141,99.6125227618648,99.5745885395144,99.537361240608,99.5008324211481,99.4649918256127,99.4298308695305,99.3953416140538,99.3615537163291,99.3284841822603,99.2961131591919,99.2644589337805,99.2335067314028,99.2032722209598,99.1737272552471,99.1448780003009,99.1167359557668,99.0892984922743,99.0625327881186,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.5604209016516,57.7408444436632,57.267023312211,56.8000783226111,56.34175965484,55.8918762289044,55.4522332956733,54.9708726323817,54.4522322239556,53.9354603738644,53.4217027865086,52.911489902673,52.404975540789,51.9026696621386,51.4054752913412,50.9135475105506,50.4274106086425,49.9463232303629,49.4711614198344,49.0028525018525,48.5409861511794,49.02263050914,49.5058741648756,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.6631178584695,51.2344752955927,51.8093345293413,52.3873260532119,52.9684349998327,53.5526302502999,54.1402304455378,54.730870293527,55.3251988251528,55.9221740462688,56.5231180583941,57.12765967771,57.7354291237771,58.3474042437146,58.9625419122028,59.5814707751426,60.2041529609438,60.8305474667327,61.4606181708142,62.094321278238,62.2071212739845,62.3225644521915,62.4409754907774,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.129833821059,79.3814347915271,79.6291801781171,79.8725603287821,80.3234340405093,80.7759271240546,81.2305336255711,81.6867082827309,82.1449641293727,82.6041896679173,83.0628768653601,83.467759998597,83.8738361203627,84.2809235377438,84.6889979682367,85.3679901003518,86.2422740726724,87.1068025576458,87.9618475805123,88.5908710915054,89.1775739362889,89.8251542502861,89.8707246052462,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.899880591249,53.6084259872673,55.3148453414085,57.0191403415165,58.53308870878,59.8022578613588,61.0435915393988,62.2574600533449,63.4540973985695,64.676667603416,65.8701567479709,67.0347427632734,68.17060774941,69.2776988970285,70.3567098391523,71.4076002072769,72.4305818903856,73.4256474740959,74.3943716170771,75.3367210731245,76.2531074222297,77.0660433448441,78.0065041801654,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3102137004233,57.0664321951166,57.8070159706812,58.5315757764966,59.2406478259978,59.9329922487441,60.6096169460461,61.2706157127257,61.9160862352195,62.5457290378151,63.1600528512177,63.7587752998518,64.3420231310665,64.9095494694424,65.4615077465372,65.9980474433756,66.519319237706,67.0248094365646,67.5153572148012,67.9904842171552,68.4506973221862,68.8955645759552,69.5925526409308,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2269903286955,99.2315101664022,99.2325718904839,99.2336503304193,99.2347121695379,99.2346442640093,99.2346171625691,99.2354956393385,99.2360771293293,99.2363564521171,99.2363491901291,99.2358946686257,99.2343230962045,99.2326886789969,99.230983411354,99.2292213269659,99.2273960932328,99.2255353831577,99.2236309395742,99.2216549751961,99.221809586814,99.2219886396018,99.2221843145889,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.7125233442436,91.9782138097377,92.2429553948517,92.5332469996204,92.8269959208988,93.1199517140094,93.416121254967,93.7159514852544,94.0196430554546,94.4469195050277,94.748087724749,95.0522409726129,95.3517159715389,95.6304914103794,95.9217819001273,96.2069067284246,96.4604310441819,96.7146626774167,97.0234943218295,97.1912748843796,97.1327674017461,97.2321477063234,97.3332399604381,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.139263803681,96.139263803681,96.139263803681,96.139263803681,96.139263803681,96.1015337423313,96.0638036809816,96.0260736196319,95.9883435582822,95.9506134969325,95.9128834355828,95.8751533742332,95.8374233128834,95.7996932515338,95.7619631901841,95.7242331288344,95.6865030674847,95.648773006135,95.6110429447853,95.5733128834356,95.5355828220859,95.4978527607362,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.0104896097958,57.8285774419049,56.6533341018037,55.4843768966866,54.3217048702171,53.1725556583242,52.0363867203351,50.9129856057539,49.8014654368029,48.7012770247174,47.6121816825573,46.5333203530459,45.4644281462994,44.4049338962724,43.354001474842,42.3113462015146,41.276645035426,40.2488161046843,39.227547725688,38.2122671248287,37.2024025511537,36.1973808119571,36.2950435814739,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.1647072023794,99.1825842823858,99.198018514971,99.2351895653853,99.267359380117,99.0304453320346,98.7913157468022,98.548895102404,98.2920179746377,98.0399825484211,97.7707955817099,97.4975433069501,97.22261711257,96.9501802981277,96.6641258167953,96.3805079474512,96.0909839698934,96.1374056153739,..
